10,0.000007
11,0.000007
12,0.000006
13,0.000007
14,0.000006
15,0.000009
16,0.000012
17,0.000009
18,0.000015
19,0.000011
20,0.000020
21,0.000018
22,0.000020
23,0.000015
24,0.000013
25,0.000014
26,0.000012
27,0.000025
28,0.000009
29,0.000012
30,0.000026
31,0.000017
32,0.000012
33,0.000021
34,0.000030
35,0.000020
36,0.000016
37,0.000015
38,0.000017
39,0.000018
40,0.000023
41,0.000031
42,0.000019
43,0.000018
44,0.000020
45,0.000019
46,0.000022
47,0.000019
48,0.000020
49,0.000042
50,0.000020
51,0.000023
52,0.000026
53,0.000022
54,0.000027
55,0.000022
56,0.000025
57,0.000023
58,0.000018
59,0.000022
60,0.000020
61,0.000019
62,0.000020
63,0.000020
64,0.000028
65,0.000019
66,0.000023
67,0.000026
68,0.000020
69,0.000025
70,0.000062
71,0.000029
72,0.000023
73,0.000028
74,0.000030
75,0.000025
76,0.000032
77,0.000028
78,0.000024
79,0.000030
80,0.000020
81,0.000021
82,0.000028
83,0.000024
84,0.000030
85,0.000026
86,0.000061
87,0.000026
88,0.000028
89,0.000024
90,0.000035
91,0.000020
92,0.000036
93,0.000027
94,0.000023
95,0.000021
96,0.000028
97,0.000027
98,0.000022
99,0.000018
100,0.000029
101,0.000027
102,0.000028
103,0.000030
104,0.000057
105,0.000040
106,0.000038
107,0.000030
108,0.000028
109,0.000030
110,0.000029
111,0.000033
112,0.000030
113,0.000031
114,0.000025
115,0.000038
116,0.000024
117,0.000032
118,0.000037
119,0.000036
120,0.000026
121,0.000039
122,0.000033
123,0.000038
124,0.000035
125,0.000031
126,0.000037
127,0.000035
128,0.000030
129,0.000027
130,0.000054
131,0.000033
132,0.000051
133,0.000038
134,0.000027
135,0.000025
136,0.000024
137,0.000026
138,0.000032
139,0.000032
140,0.000073
141,0.000032
142,0.000034
143,0.000035
144,0.000026
145,0.000037
146,0.000036
147,0.000036
148,0.000040
149,0.000040
150,0.000031
151,0.000036
152,0.000039
153,0.000035
154,0.000034
155,0.000034
156,0.000055
157,0.000041
158,0.000041
159,0.000038
160,0.000047
161,0.000036
